Date,Canals to Kuraz Sugar Plantations
2029-01-01,50.41
2029-01-02,50.41
2029-01-03,50.41
2029-01-04,50.41
2029-01-05,50.41
2029-01-06,50.41
2029-01-07,50.41
2029-01-08,50.41
2029-01-09,50.41
2029-01-10,50.41
2029-01-11,50.41
2029-01-12,50.41
2029-01-13,50.41
2029-01-14,50.41
2029-01-15,50.41
2029-01-16,50.41
2029-01-17,50.42
2029-01-18,50.42
2029-01-19,50.42
2029-01-20,50.42
2029-01-21,50.42
2029-01-22,50.42
2029-01-23,50.42
2029-01-24,50.42
2029-01-25,50.42
2029-01-26,50.42
2029-01-27,50.42
2029-01-28,50.42
2029-01-29,50.42
2029-01-30,50.42
2029-01-31,50.42
2029-02-01,50.73
2029-02-02,50.73
2029-02-03,50.73
2029-02-04,50.73
2029-02-05,50.724999999999994
2029-02-06,50.72
2029-02-07,50.72
2029-02-08,50.72
2029-02-09,50.72
2029-02-10,50.72
2029-02-11,50.74
2029-02-12,50.74
2029-02-13,50.74
2029-02-14,50.74
2029-02-15,50.74
2029-02-16,50.74
2029-02-17,50.74
2029-02-18,50.73
2029-02-19,50.73
2029-02-20,50.73
2029-02-21,50.73
2029-02-22,50.73
2029-02-23,50.75
2029-02-24,50.75
2029-02-25,50.75
2029-02-26,50.75
2029-02-27,50.75
2029-02-28,50.75
2029-03-01,51.19
2029-03-02,51.19
2029-03-03,51.19
2029-03-04,51.21
2029-03-05,51.21
2029-03-06,51.205
2029-03-07,51.2
2029-03-08,51.2
2029-03-09,51.2
2029-03-10,51.22
2029-03-11,51.22
2029-03-12,51.22
2029-03-13,51.21
2029-03-14,51.21
2029-03-15,51.21
2029-03-16,51.23
2029-03-17,51.23
2029-03-18,51.23
2029-03-19,51.224999999999994
2029-03-20,51.22
2029-03-21,51.22
2029-03-22,51.230000000000004
2029-03-23,51.24
2029-03-24,51.24
2029-03-25,51.24
2029-03-26,51.23
2029-03-27,51.23
2029-03-28,51.239999999999995
2029-03-29,51.25
2029-03-30,51.25
2029-03-31,51.25
2029-04-01,51.87
2029-04-02,51.879999999999995
2029-04-03,51.89
2029-04-04,51.89
2029-04-05,51.88
2029-04-06,51.9
2029-04-07,51.9
2029-04-08,51.894999999999996
2029-04-09,51.9
2029-04-10,51.91
2029-04-11,51.91
2029-04-12,51.905
2029-04-13,51.92
2029-04-14,51.92
2029-04-15,51.92
2029-04-16,51.92
2029-04-17,51.93
