Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2039-01-01,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-02,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-03,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-04,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-05,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-06,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-07,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-08,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-09,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-10,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-11,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-12,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-13,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-14,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-15,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-16,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-17,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-18,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-19,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
2039-01-20,30.23,53.61,21.44,15.01,20.68,51.35,13.92,58.87,28.64,43.65
