Date,Canals to Kuraz Sugar Plantations
2037-01-01,57.305
2037-01-02,57.305
2037-01-03,57.315
2037-01-04,57.315
2037-01-05,57.315
2037-01-06,57.315
2037-01-07,57.32
2037-01-08,57.32
2037-01-09,57.32
2037-01-10,57.32
2037-01-11,57.32
2037-01-12,57.32
2037-01-13,57.325
2037-01-14,57.325
2037-01-15,57.325
2037-01-16,57.325
2037-01-17,57.335
2037-01-18,57.34
2037-01-19,57.335
2037-01-20,57.335
2037-01-21,57.35
2037-01-22,57.345
2037-01-23,57.345
2037-01-24,57.35
2037-01-25,57.345
2037-01-26,57.345
2037-01-27,57.345
2037-01-28,57.355000000000004
2037-01-29,57.355000000000004
2037-01-30,57.36
2037-01-31,57.355000000000004
2037-02-01,58.754999999999995
2037-02-02,58.75
2037-02-03,58.760000000000005
2037-02-04,58.77
2037-02-05,58.77
2037-02-06,58.77
2037-02-07,58.77
2037-02-08,58.775000000000006
2037-02-09,58.78
2037-02-10,58.78
2037-02-11,58.78
2037-02-12,58.79
2037-02-13,58.785
2037-02-14,58.79
2037-02-15,58.795
2037-02-16,58.79
2037-02-17,58.81
2037-02-18,58.81
2037-02-19,58.81
2037-02-20,58.82
2037-02-21,58.815
2037-02-22,58.82
2037-02-23,58.82
2037-02-24,58.82
2037-02-25,58.825
2037-02-26,58.83
2037-02-27,58.83
2037-02-28,58.835
2037-03-01,60.165
2037-03-02,60.17
2037-03-03,60.19
2037-03-04,60.19
2037-03-05,60.2
2037-03-06,60.21
2037-03-07,60.215
2037-03-08,60.235
2037-03-09,60.24
2037-03-10,60.245000000000005
2037-03-11,60.25
2037-03-12,60.265
2037-03-13,60.269999999999996
2037-03-14,60.29
2037-03-15,60.29
2037-03-16,60.3
2037-03-17,60.305
2037-03-18,60.31
2037-03-19,60.33
2037-03-20,60.335
2037-03-21,60.34
2037-03-22,60.35
2037-03-23,60.35
2037-03-24,60.370000000000005
2037-03-25,60.375
2037-03-26,60.385000000000005
2037-03-27,60.394999999999996
2037-03-28,60.4
2037-03-29,60.405
2037-03-30,60.43
2037-03-31,60.43
2037-04-01,61.68
2037-04-02,61.7
2037-04-03,61.705
2037-04-04,61.72
2037-04-05,61.74
2037-04-06,61.75
2037-04-07,61.76
2037-04-08,61.78
2037-04-09,61.795
2037-04-10,61.8
2037-04-11,61.82
2037-04-12,61.835
2037-04-13,61.85
2037-04-14,61.87
2037-04-15,61.875
2037-04-16,61.89
2037-04-17,61.91
2037-04-18,61.92
2037-04-19,61.925
2037-04-20,61.95
2037-04-21,61.965
2037-04-22,61.97
2037-04-23,61.99
2037-04-24,62.004999999999995
2037-04-25,62.025000000000006
2037-04-26,62.035
2037-04-27,62.045
2037-04-28,62.06
2037-04-29,62.08
2037-04-30,62.085
2037-05-01,63.19
2037-05-02,63.205
2037-05-03,63.205
2037-05-04,63.224999999999994
2037-05-05,63.235
2037-05-06,63.24
2037-05-07,63.26
2037-05-08,63.265
2037-05-09,63.27
2037-05-10,63.295
2037-05-11,63.3
2037-05-12,63.31
2037-05-13,63.31
2037-05-14,63.325
2037-05-15,63.34
2037-05-16,63.35
2037-05-17,63.36
2037-05-18,63.37
2037-05-19,63.38
2037-05-20,63.394999999999996
2037-05-21,63.41
2037-05-22,63.415
2037-05-23,63.42
2037-05-24,63.425
2037-05-25,63.45
2037-05-26,63.455
2037-05-27,63.46
2037-05-28,63.48
2037-05-29,63.485
2037-05-30,63.495000000000005
2037-05-31,63.515
2037-06-01,64.32499999999999
2037-06-02,64.31
2037-06-03,64.285
2037-06-04,64.255
2037-06-05,64.24
2037-06-06,64.215
2037-06-07,64.185
2037-06-08,64.17
2037-06-09,64.14500000000001
2037-06-10,64.11500000000001
2037-06-11,64.1
2037-06-12,64.07499999999999
2037-06-13,64.045
2037-06-14,64.03
2037-06-15,64.005
2037-06-16,63.980000000000004
2037-06-17,63.96
2037-06-18,63.93
2037-06-19,63.91
2037-06-20,63.89
2037-06-21,63.86
2037-06-22,63.84
2037-06-23,63.815
2037-06-24,63.8
2037-06-25,63.769999999999996
2037-06-26,63.745000000000005
2037-06-27,63.730000000000004
2037-06-28,63.7
2037-06-29,63.675
2037-06-30,63.655
2037-07-01,63.995000000000005
2037-07-02,63.865
2037-07-03,63.775
2037-07-04,63.675
2037-07-05,63.58
2037-07-06,63.485
2037-07-07,63.385
2037-07-08,63.290000000000006
2037-07-09,63.195
2037-07-10,63.095
2037-07-11,62.995000000000005
2037-07-12,62.905
2037-07-13,62.89
2037-07-14,62.89
2037-07-15,62.89
2037-07-16,62.89
2037-07-17,62.89
2037-07-18,62.89
2037-07-19,62.89
2037-07-20,62.89
2037-07-21,62.89
2037-07-22,62.89
2037-07-23,62.89
2037-07-24,62.89
2037-07-25,62.89
2037-07-26,62.89
2037-07-27,62.89
2037-07-28,62.89
2037-07-29,62.89
2037-07-30,62.89
2037-07-31,62.89
2037-08-01,62.86
2037-08-02,62.86
2037-08-03,62.86
2037-08-04,62.86
2037-08-05,62.86
2037-08-06,62.86
2037-08-07,62.86
2037-08-08,62.86
2037-08-09,62.86
2037-08-10,62.86
2037-08-11,62.86
2037-08-12,62.86
2037-08-13,62.86
2037-08-14,62.86
2037-08-15,62.86
2037-08-16,62.86
2037-08-17,62.86
2037-08-18,62.86
2037-08-19,62.86
2037-08-20,62.86
2037-08-21,62.86
2037-08-22,62.86
2037-08-23,62.86
2037-08-24,62.86
2037-08-25,62.86
2037-08-26,62.86
2037-08-27,62.86
2037-08-28,62.86
2037-08-29,62.86
2037-08-30,62.86
2037-08-31,62.86
2037-09-01,62.47
2037-09-02,62.47
2037-09-03,62.47
2037-09-04,62.47
2037-09-05,62.47
2037-09-06,62.47
2037-09-07,62.47
2037-09-08,62.47
2037-09-09,62.47
2037-09-10,62.47
2037-09-11,62.47
2037-09-12,62.47
2037-09-13,62.47
2037-09-14,62.47
2037-09-15,62.47
2037-09-16,62.47
2037-09-17,62.47
2037-09-18,62.47
2037-09-19,62.47
2037-09-20,62.47
2037-09-21,62.47
2037-09-22,62.47
2037-09-23,62.47
2037-09-24,62.47
2037-09-25,62.47
2037-09-26,62.47
2037-09-27,62.47
2037-09-28,62.47
2037-09-29,62.47
2037-09-30,62.47
2037-10-01,61.78
2037-10-02,61.78
2037-10-03,61.78
2037-10-04,61.78
2037-10-05,61.78
2037-10-06,61.78
2037-10-07,61.78
2037-10-08,61.78
2037-10-09,61.78
2037-10-10,61.78
2037-10-11,61.78
2037-10-12,61.78
2037-10-13,61.78
2037-10-14,61.78
2037-10-15,61.78
2037-10-16,61.78
2037-10-17,61.78
2037-10-18,61.78
2037-10-19,61.78
2037-10-20,61.78
2037-10-21,61.78
2037-10-22,61.78
2037-10-23,61.78
2037-10-24,61.78
2037-10-25,61.78
2037-10-26,61.78
2037-10-27,61.78
2037-10-28,61.78
