Date,Canals to Kuraz Sugar Plantations
2040-01-01,57.31
2040-01-02,57.305
2040-01-03,57.315
2040-01-04,57.315
2040-01-05,57.315
2040-01-06,57.315
2040-01-07,57.32
2040-01-08,57.32
2040-01-09,57.32
2040-01-10,57.32
2040-01-11,57.32
2040-01-12,57.32
2040-01-13,57.32
2040-01-14,57.325
2040-01-15,57.325
2040-01-16,57.325
2040-01-17,57.335
2040-01-18,57.33
2040-01-19,57.335
2040-01-20,57.335
2040-01-21,57.345
2040-01-22,57.345
2040-01-23,57.345
2040-01-24,57.35
2040-01-25,57.345
2040-01-26,57.345
2040-01-27,57.345
2040-01-28,57.355000000000004
2040-01-29,57.355000000000004
2040-01-30,57.35
2040-01-31,57.36
2040-02-01,58.76
2040-02-02,58.754999999999995
2040-02-03,58.760000000000005
2040-02-04,58.77
2040-02-05,58.765
2040-02-06,58.77
2040-02-07,58.77
2040-02-08,58.775000000000006
2040-02-09,58.78
2040-02-10,58.78
2040-02-11,58.78
2040-02-12,58.79
2040-02-13,58.79
2040-02-14,58.795
2040-02-15,58.795
2040-02-16,58.79
2040-02-17,58.8
2040-02-18,58.81
2040-02-19,58.81
2040-02-20,58.82
2040-02-21,58.82
2040-02-22,58.82
2040-02-23,58.82
2040-02-24,58.82
2040-02-25,58.825
2040-02-26,58.83
2040-02-27,58.83
2040-02-28,58.83
2040-02-29,58.83
2040-03-01,60.16
2040-03-02,60.175
2040-03-03,60.19
2040-03-04,60.195
2040-03-05,60.2
2040-03-06,60.21
2040-03-07,60.22
2040-03-08,60.230000000000004
2040-03-09,60.24
2040-03-10,60.25
2040-03-11,60.254999999999995
2040-03-12,60.26
2040-03-13,60.275000000000006
2040-03-14,60.29
2040-03-15,60.29
2040-03-16,60.3
2040-03-17,60.31
2040-03-18,60.32
2040-03-19,60.325
2040-03-20,60.335
2040-03-21,60.345
2040-03-22,60.35
2040-03-23,60.355000000000004
2040-03-24,60.375
2040-03-25,60.38
2040-03-26,60.39
2040-03-27,60.4
2040-03-28,60.4
2040-03-29,60.42
2040-03-30,60.43
2040-03-31,60.435
2040-04-01,61.675
2040-04-02,61.7
2040-04-03,61.71
2040-04-04,61.725
2040-04-05,61.74
2040-04-06,61.754999999999995
2040-04-07,61.775000000000006
2040-04-08,61.785
2040-04-09,61.795
2040-04-10,61.81
2040-04-11,61.825
2040-04-12,61.84
2040-04-13,61.845
2040-04-14,61.87
2040-04-15,61.88
2040-04-16,61.905
2040-04-17,61.91
2040-04-18,61.92
2040-04-19,61.945
2040-04-20,61.955
2040-04-21,61.965
2040-04-22,61.980000000000004
2040-04-23,61.995000000000005
2040-04-24,62.01
2040-04-25,62.015
2040-04-26,62.035
2040-04-27,62.05
2040-04-28,62.075
2040-04-29,62.08
2040-04-30,62.09
2040-05-01,63.195
2040-05-02,63.215
2040-05-03,63.215
2040-05-04,63.23
2040-05-05,63.24
2040-05-06,63.25
2040-05-07,63.26
2040-05-08,63.27
2040-05-09,63.28
2040-05-10,63.3
2040-05-11,63.305
2040-05-12,63.31
2040-05-13,63.315
2040-05-14,63.335
2040-05-15,63.345
2040-05-16,63.35
2040-05-17,63.37
2040-05-18,63.375
2040-05-19,63.385000000000005
2040-05-20,63.405
2040-05-21,63.41
2040-05-22,63.42
2040-05-23,63.42
2040-05-24,63.44
2040-05-25,63.45
2040-05-26,63.46
2040-05-27,63.47
2040-05-28,63.48
2040-05-29,63.49
2040-05-30,63.5
2040-05-31,63.52
2040-06-01,64.335
2040-06-02,64.315
2040-06-03,64.285
2040-06-04,64.265
2040-06-05,64.245
2040-06-06,64.215
2040-06-07,64.195
2040-06-08,64.17500000000001
2040-06-09,64.14500000000001
2040-06-10,64.125
2040-06-11,64.10499999999999
2040-06-12,64.07499999999999
2040-06-13,64.06
2040-06-14,64.035
2040-06-15,64.01
2040-06-16,63.99
2040-06-17,63.965
2040-06-18,63.935
2040-06-19,63.92
2040-06-20,63.894999999999996
2040-06-21,63.864999999999995
2040-06-22,63.85
2040-06-23,63.825
2040-06-24,63.8
2040-06-25,63.78
2040-06-26,63.75
2040-06-27,63.730000000000004
2040-06-28,63.705
2040-06-29,63.69
2040-06-30,63.66
2040-07-01,64.0
2040-07-02,63.875
2040-07-03,63.775
2040-07-04,63.685
2040-07-05,63.585
2040-07-06,63.489999999999995
2040-07-07,63.394999999999996
2040-07-08,63.295
2040-07-09,63.195
2040-07-10,63.105000000000004
2040-07-11,63.004999999999995
2040-07-12,62.91
2040-07-13,62.89
2040-07-14,62.89
2040-07-15,62.89
2040-07-16,62.89
2040-07-17,62.89
2040-07-18,62.89
2040-07-19,62.89
2040-07-20,62.89
2040-07-21,62.89
2040-07-22,62.89
2040-07-23,62.89
2040-07-24,62.89
2040-07-25,62.89
2040-07-26,62.89
2040-07-27,62.89
2040-07-28,62.89
2040-07-29,62.89
2040-07-30,62.89
2040-07-31,62.89
2040-08-01,62.86
2040-08-02,62.86
2040-08-03,62.86
2040-08-04,62.86
2040-08-05,62.86
2040-08-06,62.86
2040-08-07,62.86
2040-08-08,62.86
2040-08-09,62.86
2040-08-10,62.86
2040-08-11,62.86
2040-08-12,62.86
2040-08-13,62.86
2040-08-14,62.86
2040-08-15,62.86
2040-08-16,62.86
2040-08-17,62.86
2040-08-18,62.86
2040-08-19,62.86
2040-08-20,62.86
2040-08-21,62.86
2040-08-22,62.86
2040-08-23,62.86
