Date,Canals to Kuraz Sugar Plantations
2029-01-01,50.55
2029-01-02,50.55
2029-01-03,50.55
2029-01-04,50.55
2029-01-05,50.55
2029-01-06,50.55
2029-01-07,50.55
2029-01-08,50.55
2029-01-09,50.55
2029-01-10,50.56
2029-01-11,50.57
2029-01-12,50.57
2029-01-13,50.56
2029-01-14,50.56
2029-01-15,50.56
2029-01-16,50.56
2029-01-17,50.56
2029-01-18,50.56
2029-01-19,50.56
2029-01-20,50.56
2029-01-21,50.56
2029-01-22,50.56
2029-01-23,50.56
2029-01-24,50.56
2029-01-25,50.56
2029-01-26,50.56
2029-01-27,50.56
2029-01-28,50.56
2029-01-29,50.56
2029-01-30,50.56
2029-01-31,50.58
2029-02-01,50.97
2029-02-02,50.97
2029-02-03,50.97
2029-02-04,50.97
2029-02-05,50.97
2029-02-06,50.974999999999994
2029-02-07,50.98
2029-02-08,50.98
2029-02-09,50.98
2029-02-10,50.98
2029-02-11,50.98
2029-02-12,50.98
2029-02-13,50.98
2029-02-14,50.98
2029-02-15,50.98
2029-02-16,50.98
2029-02-17,50.98
2029-02-18,50.985
2029-02-19,50.99
2029-02-20,50.99
2029-02-21,50.99
2029-02-22,50.99
2029-02-23,50.99
2029-02-24,50.99
2029-02-25,50.99
2029-02-26,50.99
2029-02-27,50.99
2029-02-28,50.99
2029-03-01,51.57
2029-03-02,51.57
2029-03-03,51.57
2029-03-04,51.59
2029-03-05,51.59
2029-03-06,51.59
2029-03-07,51.58
2029-03-08,51.58
2029-03-09,51.59
2029-03-10,51.6
2029-03-11,51.6
2029-03-12,51.595
2029-03-13,51.59
2029-03-14,51.59
2029-03-15,51.61
2029-03-16,51.61
2029-03-17,51.61
2029-03-18,51.605000000000004
2029-03-19,51.6
2029-03-20,51.61
2029-03-21,51.62
2029-03-22,51.62
2029-03-23,51.62
2029-03-24,51.614999999999995
2029-03-25,51.61
2029-03-26,51.63
2029-03-27,51.63
2029-03-28,51.63
2029-03-29,51.63
2029-03-30,51.625
2029-03-31,51.629999999999995
2029-04-01,52.42
2029-04-02,52.42
2029-04-03,52.425
2029-04-04,52.43
2029-04-05,52.43
2029-04-06,52.43
2029-04-07,52.44
2029-04-08,52.44
2029-04-09,52.44
2029-04-10,52.45
2029-04-11,52.45
2029-04-12,52.45
2029-04-13,52.455
2029-04-14,52.46
2029-04-15,52.46
2029-04-16,52.46
2029-04-17,52.47
2029-04-18,52.47
2029-04-19,52.47
2029-04-20,52.48
2029-04-21,52.48
2029-04-22,52.48
2029-04-23,52.485
2029-04-24,52.49
2029-04-25,52.49
2029-04-26,52.49
2029-04-27,52.5
2029-04-28,52.5
2029-04-29,52.5
2029-04-30,52.504999999999995
2029-05-01,53.49
2029-05-02,53.49
2029-05-03,53.495000000000005
2029-05-04,53.5
2029-05-05,53.5
2029-05-06,53.5
2029-05-07,53.5
2029-05-08,53.510000000000005
2029-05-09,53.51
2029-05-10,53.519999999999996
2029-05-11,53.525000000000006
2029-05-12,53.52
2029-05-13,53.54
2029-05-14,53.53
2029-05-15,53.55
2029-05-16,53.545
2029-05-17,53.55
2029-05-18,53.56
2029-05-19,53.555
2029-05-20,53.57
2029-05-21,53.57
2029-05-22,53.57
2029-05-23,53.57
2029-05-24,53.575
2029-05-25,53.58
2029-05-26,53.58
2029-05-27,53.585
2029-05-28,53.59
2029-05-29,53.59
2029-05-30,53.6
2029-05-31,53.6
2029-06-01,54.69
2029-06-02,54.69
2029-06-03,54.69
2029-06-04,54.69
2029-06-05,54.69
2029-06-06,54.695
2029-06-07,54.7
2029-06-08,54.7
2029-06-09,54.7
2029-06-10,54.7
2029-06-11,54.7
2029-06-12,54.7
2029-06-13,54.7
2029-06-14,54.7
2029-06-15,54.705
2029-06-16,54.71
2029-06-17,54.71
2029-06-18,54.71
2029-06-19,54.71
2029-06-20,54.71
2029-06-21,54.71
2029-06-22,54.71
2029-06-23,54.71
2029-06-24,54.71
2029-06-25,54.71
2029-06-26,54.71
2029-06-27,54.71
2029-06-28,54.71
2029-06-29,54.71
2029-06-30,54.71
2029-07-01,55.73
2029-07-02,55.715
2029-07-03,55.685
2029-07-04,55.675
2029-07-05,55.655
2029-07-06,55.629999999999995
2029-07-07,55.614999999999995
2029-07-08,55.629999999999995
2029-07-09,55.685
2029-07-10,55.735
2029-07-11,55.78
2029-07-12,55.82
2029-07-13,55.86
2029-07-14,55.905
2029-07-15,55.935
2029-07-16,55.97
2029-07-17,56.004999999999995
2029-07-18,56.025000000000006
2029-07-19,56.065
2029-07-20,56.085
2029-07-21,56.1
2029-07-22,56.114999999999995
2029-07-23,56.14
2029-07-24,56.155
2029-07-25,56.17
2029-07-26,56.18
2029-07-27,56.18
2029-07-28,56.19
2029-07-29,56.205
2029-07-30,56.22
2029-07-31,56.215
2029-08-01,57.025000000000006
2029-08-02,57.02
2029-08-03,57.02
2029-08-04,57.02
2029-08-05,57.01
2029-08-06,57.01
2029-08-07,57.0
2029-08-08,57.0
2029-08-09,57.0
2029-08-10,57.0
2029-08-11,57.0
2029-08-12,57.01
2029-08-13,57.015
2029-08-14,57.03
2029-08-15,57.055
2029-08-16,57.065
2029-08-17,57.085
2029-08-18,57.115
2029-08-19,57.14
2029-08-20,57.165
2029-08-21,57.205
2029-08-22,57.224999999999994
2029-08-23,57.27
2029-08-24,57.295
2029-08-25,57.335
2029-08-26,57.36
2029-08-27,57.39
2029-08-28,57.42
2029-08-29,57.435
2029-08-30,57.47
2029-08-31,57.474999999999994
2029-09-01,57.86
2029-09-02,57.87
2029-09-03,57.87
2029-09-04,57.864999999999995
2029-09-05,57.86
2029-09-06,57.86
2029-09-07,57.855000000000004
2029-09-08,57.825
2029-09-09,57.82
2029-09-10,57.805
2029-09-11,57.785
2029-09-12,57.760000000000005
2029-09-13,57.730000000000004
2029-09-14,57.705
2029-09-15,57.705
2029-09-16,57.705
2029-09-17,57.705
2029-09-18,57.705
2029-09-19,57.705
2029-09-20,57.705
2029-09-21,57.705
2029-09-22,57.705
2029-09-23,57.705
2029-09-24,57.705
2029-09-25,57.71
2029-09-26,57.71
2029-09-27,57.705
2029-09-28,57.705
2029-09-29,57.705
2029-09-30,57.71
2029-10-01,57.69
2029-10-02,57.69
2029-10-03,57.69
2029-10-04,57.69
2029-10-05,57.69
2029-10-06,57.69
2029-10-07,57.69
2029-10-08,57.69
2029-10-09,57.69
2029-10-10,57.69
2029-10-11,57.69
2029-10-12,57.69
2029-10-13,57.69
2029-10-14,57.69
2029-10-15,57.69
2029-10-16,57.69
2029-10-17,57.69
2029-10-18,57.69
2029-10-19,57.69
2029-10-20,57.69
2029-10-21,57.69
2029-10-22,57.69
2029-10-23,57.69
2029-10-24,57.69
2029-10-25,57.69
2029-10-26,57.69
2029-10-27,57.69
2029-10-28,57.69
2029-10-29,57.69
2029-10-30,57.69
2029-10-31,57.69
2029-11-01,57.29
2029-11-02,57.29
2029-11-03,57.29
2029-11-04,57.29
2029-11-05,57.295
2029-11-06,57.29
2029-11-07,57.29
2029-11-08,57.29
2029-11-09,57.29
2029-11-10,57.29
2029-11-11,57.29
2029-11-12,57.29
2029-11-13,57.295
2029-11-14,57.29
2029-11-15,57.29
2029-11-16,57.29
2029-11-17,57.29
2029-11-18,57.295
2029-11-19,57.29
2029-11-20,57.29
2029-11-21,57.29
2029-11-22,57.29
2029-11-23,57.295
2029-11-24,57.29
2029-11-25,57.29
2029-11-26,57.29
2029-11-27,57.29
2029-11-28,57.295
2029-11-29,57.29
2029-11-30,57.29
2029-12-01,56.575
2029-12-02,56.575
2029-12-03,56.575
2029-12-04,56.58
2029-12-05,56.58
2029-12-06,56.585
2029-12-07,56.58
2029-12-08,56.59
2029-12-09,56.59
2029-12-10,56.59
2029-12-11,56.59
2029-12-12,56.59
2029-12-13,56.59
2029-12-14,56.595
2029-12-15,56.59
2029-12-16,56.595
2029-12-17,56.59
2029-12-18,56.605000000000004
2029-12-19,56.61
2029-12-20,56.605000000000004
2029-12-21,56.6
2029-12-22,56.614999999999995
2029-12-23,56.62
2029-12-24,56.614999999999995
2029-12-25,56.614999999999995
2029-12-26,56.614999999999995
2029-12-27,56.62
2029-12-28,56.614999999999995
2029-12-29,56.62
2029-12-30,56.625
2029-12-31,56.625
