Date,Canals to Kuraz Sugar Plantations
2030-01-31,51.355000000000004
2030-02-01,52.0
2030-02-02,52.0
2030-02-03,52.0
2030-02-04,52.0
2030-02-05,52.004999999999995
2030-02-06,52.01
2030-02-07,52.01
2030-02-08,52.01
2030-02-09,52.01
2030-02-10,52.01
2030-02-11,52.01
2030-02-12,52.01
2030-02-13,52.01
2030-02-14,52.01
2030-02-15,52.015
2030-02-16,52.02
2030-02-17,52.02
2030-02-18,52.02
2030-02-19,52.02
2030-02-20,52.02
2030-02-21,52.02
2030-02-22,52.02
2030-02-23,52.02
2030-02-24,52.02
2030-02-25,52.025000000000006
2030-02-26,52.03
2030-02-27,52.03
2030-02-28,52.03
2030-03-01,52.85
2030-03-02,52.85
2030-03-03,52.85
2030-03-04,52.86
2030-03-05,52.86
2030-03-06,52.86
2030-03-07,52.864999999999995
2030-03-08,52.87
2030-03-09,52.87
2030-03-10,52.87
2030-03-11,52.87
2030-03-12,52.87
2030-03-13,52.87
2030-03-14,52.885000000000005
2030-03-15,52.88
2030-03-16,52.88
2030-03-17,52.9
2030-03-18,52.89
2030-03-19,52.89
2030-03-20,52.9
2030-03-21,52.905
2030-03-22,52.9
2030-03-23,52.91
2030-03-24,52.92
2030-03-25,52.91
2030-03-26,52.92
2030-03-27,52.93
2030-03-28,52.925
2030-03-29,52.93
2030-03-30,52.94
2030-03-31,52.94
2030-04-01,53.925
2030-04-02,53.92
2030-04-03,53.94
2030-04-04,53.93
2030-04-05,53.95
2030-04-06,53.945
2030-04-07,53.96
2030-04-08,53.955
2030-04-09,53.97
2030-04-10,53.97
2030-04-11,53.97
2030-04-12,53.97
2030-04-13,53.98
2030-04-14,53.98
2030-04-15,53.985
2030-04-16,53.99
2030-04-17,53.99
2030-04-18,54.0
2030-04-19,54.0
2030-04-20,54.01
2030-04-21,54.01
2030-04-22,54.015
2030-04-23,54.02
2030-04-24,54.025000000000006
2030-04-25,54.03
2030-04-26,54.03
2030-04-27,54.03
2030-04-28,54.03
2030-04-29,54.045
2030-04-30,54.04
2030-05-01,55.17
2030-05-02,55.17
2030-05-03,55.17
2030-05-04,55.17
2030-05-05,55.17
2030-05-06,55.18
2030-05-07,55.18
2030-05-08,55.18
2030-05-09,55.19
2030-05-10,55.19
2030-05-11,55.19
2030-05-12,55.2
2030-05-13,55.2
2030-05-14,55.2
2030-05-15,55.21
2030-05-16,55.21
2030-05-17,55.21
2030-05-18,55.22
2030-05-19,55.22
2030-05-20,55.22
2030-05-21,55.22
2030-05-22,55.22
2030-05-23,55.230000000000004
2030-05-24,55.23
2030-05-25,55.23
2030-05-26,55.25
2030-05-27,55.24
2030-05-28,55.25
2030-05-29,55.26
2030-05-30,55.260000000000005
2030-05-31,55.27
2030-06-01,56.39
2030-06-02,56.375
2030-06-03,56.364999999999995
2030-06-04,56.355000000000004
2030-06-05,56.34
2030-06-06,56.34
2030-06-07,56.33
2030-06-08,56.32
2030-06-09,56.315
2030-06-10,56.31
2030-06-11,56.305
2030-06-12,56.29
2030-06-13,56.28
2030-06-14,56.26
2030-06-15,56.26
2030-06-16,56.254999999999995
2030-06-17,56.245000000000005
2030-06-18,56.235
2030-06-19,56.23
2030-06-20,56.23
2030-06-21,56.21
2030-06-22,56.2
2030-06-23,56.185
2030-06-24,56.18
2030-06-25,56.175
2030-06-26,56.17
2030-06-27,56.16
2030-06-28,56.15
2030-06-29,56.15
2030-06-30,56.135000000000005
2030-07-01,57.075
2030-07-02,57.019999999999996
2030-07-03,56.965
2030-07-04,56.915
2030-07-05,56.865
2030-07-06,56.815
2030-07-07,56.760000000000005
2030-07-08,56.705
2030-07-09,56.66
2030-07-10,56.65
2030-07-11,56.65
2030-07-12,56.65
2030-07-13,56.65
2030-07-14,56.65
2030-07-15,56.65
2030-07-16,56.65
2030-07-17,56.65
2030-07-18,56.65
2030-07-19,56.65
2030-07-20,56.65
2030-07-21,56.65
2030-07-22,56.65
2030-07-23,56.65
2030-07-24,56.65
2030-07-25,56.65
2030-07-26,56.65
2030-07-27,56.65
2030-07-28,56.65
2030-07-29,56.65
2030-07-30,56.65
2030-07-31,56.65
2030-08-01,57.34
2030-08-02,57.34
2030-08-03,57.34
2030-08-04,57.34
2030-08-05,57.34
2030-08-06,57.34
2030-08-07,57.34
2030-08-08,57.34
2030-08-09,57.34
2030-08-10,57.34
2030-08-11,57.34
2030-08-12,57.34
2030-08-13,57.34
2030-08-14,57.34
2030-08-15,57.34
2030-08-16,57.34
2030-08-17,57.34
2030-08-18,57.34
2030-08-19,57.34
2030-08-20,57.34
2030-08-21,57.34
2030-08-22,57.34
2030-08-23,57.34
2030-08-24,57.34
2030-08-25,57.34
2030-08-26,57.34
2030-08-27,57.34
2030-08-28,57.34
2030-08-29,57.34
2030-08-30,57.34
2030-08-31,57.34
2030-09-01,57.71
2030-09-02,57.705
2030-09-03,57.705
2030-09-04,57.71
2030-09-05,57.71
2030-09-06,57.705
2030-09-07,57.7
2030-09-08,57.71
2030-09-09,57.7
2030-09-10,57.71
2030-09-11,57.705
2030-09-12,57.7
2030-09-13,57.71
2030-09-14,57.7
2030-09-15,57.705
2030-09-16,57.71
2030-09-17,57.7
2030-09-18,57.71
2030-09-19,57.7
2030-09-20,57.705
2030-09-21,57.71
2030-09-22,57.71
2030-09-23,57.705
2030-09-24,57.705
2030-09-25,57.705
2030-09-26,57.71
2030-09-27,57.71
2030-09-28,57.705
2030-09-29,57.705
2030-09-30,57.705
2030-10-01,57.69
2030-10-02,57.69
2030-10-03,57.69
2030-10-04,57.69
2030-10-05,57.69
2030-10-06,57.69
2030-10-07,57.69
2030-10-08,57.69
2030-10-09,57.69
2030-10-10,57.69
2030-10-11,57.69
2030-10-12,57.69
2030-10-13,57.69
2030-10-14,57.69
2030-10-15,57.69
2030-10-16,57.69
2030-10-17,57.69
2030-10-18,57.69
2030-10-19,57.69
2030-10-20,57.69
2030-10-21,57.69
2030-10-22,57.69
2030-10-23,57.69
2030-10-24,57.69
2030-10-25,57.69
2030-10-26,57.69
2030-10-27,57.69
2030-10-28,57.69
2030-10-29,57.69
2030-10-30,57.69
2030-10-31,57.69
2030-11-01,57.29
2030-11-02,57.29
2030-11-03,57.29
2030-11-04,57.29
2030-11-05,57.295
2030-11-06,57.29
2030-11-07,57.29
2030-11-08,57.29
2030-11-09,57.29
2030-11-10,57.29
2030-11-11,57.29
2030-11-12,57.295
2030-11-13,57.29
2030-11-14,57.29
2030-11-15,57.29
2030-11-16,57.29
2030-11-17,57.295
2030-11-18,57.29
2030-11-19,57.29
2030-11-20,57.29
2030-11-21,57.29
2030-11-22,57.295
2030-11-23,57.29
2030-11-24,57.29
2030-11-25,57.29
2030-11-26,57.29
2030-11-27,57.295
2030-11-28,57.29
2030-11-29,57.29
2030-11-30,57.29
2030-12-01,56.57
2030-12-02,56.57
2030-12-03,56.58
2030-12-04,56.58
2030-12-05,56.585
2030-12-06,56.58
2030-12-07,56.585
2030-12-08,56.585
2030-12-09,56.59
2030-12-10,56.59
2030-12-11,56.59
2030-12-12,56.59
2030-12-13,56.59
2030-12-14,56.59
2030-12-15,56.595
2030-12-16,56.59
2030-12-17,56.595
2030-12-18,56.61
2030-12-19,56.605000000000004
2030-12-20,56.6
2030-12-21,56.605000000000004
2030-12-22,56.62
2030-12-23,56.614999999999995
2030-12-24,56.62
2030-12-25,56.614999999999995
2030-12-26,56.62
2030-12-27,56.614999999999995
2030-12-28,56.62
2030-12-29,56.625
2030-12-30,56.62
2030-12-31,56.625
2031-01-01,51.345
2031-01-02,51.345
2031-01-03,51.345
2031-01-04,51.35
2031-01-05,51.345
2031-01-06,51.345
2031-01-07,51.345
2031-01-08,51.34
2031-01-09,51.345
2031-01-10,51.345
2031-01-11,51.345
2031-01-12,51.345
2031-01-13,51.345
2031-01-14,51.355000000000004
2031-01-15,51.355000000000004
2031-01-16,51.355000000000004
2031-01-17,51.355000000000004
2031-01-18,51.355000000000004
2031-01-19,51.355000000000004
2031-01-20,51.355000000000004
2031-01-21,51.355000000000004
2031-01-22,51.355000000000004
2031-01-23,51.355000000000004
2031-01-24,51.355000000000004
2031-01-25,51.355000000000004
2031-01-26,51.36
2031-01-27,51.36
2031-01-28,51.35
2031-01-29,51.35
2031-01-30,51.355000000000004
2031-01-31,51.355000000000004
2031-02-01,52.0
2031-02-02,52.0
2031-02-03,52.0
2031-02-04,52.0
2031-02-05,52.004999999999995
2031-02-06,52.01
2031-02-07,52.01
2031-02-08,52.01
2031-02-09,52.01
2031-02-10,52.01
2031-02-11,52.01
2031-02-12,52.01
2031-02-13,52.01
2031-02-14,52.01
2031-02-15,52.015
2031-02-16,52.02
2031-02-17,52.02
2031-02-18,52.02
2031-02-19,52.02
2031-02-20,52.02
2031-02-21,52.02
2031-02-22,52.02
2031-02-23,52.02
2031-02-24,52.02
2031-02-25,52.025000000000006
2031-02-26,52.03
2031-02-27,52.03
2031-02-28,52.03
2031-03-01,52.85
2031-03-02,52.85
2031-03-03,52.85
2031-03-04,52.86
2031-03-05,52.86
2031-03-06,52.86
2031-03-07,52.864999999999995
2031-03-08,52.87
2031-03-09,52.87
2031-03-10,52.87
2031-03-11,52.87
2031-03-12,52.87
2031-03-13,52.87
2031-03-14,52.885000000000005
2031-03-15,52.88
2031-03-16,52.88
2031-03-17,52.9
2031-03-18,52.89
2031-03-19,52.89
2031-03-20,52.9
2031-03-21,52.905
2031-03-22,52.9
2031-03-23,52.91
2031-03-24,52.92
2031-03-25,52.91
2031-03-26,52.92
2031-03-27,52.93
2031-03-28,52.925
2031-03-29,52.92
2031-03-30,52.94
2031-03-31,52.94
2031-04-01,53.925
2031-04-02,53.92
2031-04-03,53.94
2031-04-04,53.93
2031-04-05,53.95
2031-04-06,53.945
2031-04-07,53.96
2031-04-08,53.955
2031-04-09,53.97
2031-04-10,53.97
2031-04-11,53.97
2031-04-12,53.97
2031-04-13,53.98
2031-04-14,53.98
2031-04-15,53.985
2031-04-16,53.99
2031-04-17,53.99
2031-04-18,54.0
2031-04-19,54.0
2031-04-20,54.01
2031-04-21,54.01
2031-04-22,54.015
2031-04-23,54.02
2031-04-24,54.025000000000006
2031-04-25,54.03
2031-04-26,54.03
2031-04-27,54.03
2031-04-28,54.03
2031-04-29,54.045
2031-04-30,54.04
2031-05-01,55.17
2031-05-02,55.17
2031-05-03,55.17
2031-05-04,55.17
2031-05-05,55.17
2031-05-06,55.18
2031-05-07,55.18
2031-05-08,55.18
2031-05-09,55.19
2031-05-10,55.19
2031-05-11,55.19
2031-05-12,55.2
2031-05-13,55.2
2031-05-14,55.2
2031-05-15,55.21
2031-05-16,55.21
2031-05-17,55.21
2031-05-18,55.22
2031-05-19,55.22
2031-05-20,55.22
2031-05-21,55.22
2031-05-22,55.22
2031-05-23,55.230000000000004
2031-05-24,55.23
2031-05-25,55.23
2031-05-26,55.25
2031-05-27,55.24
2031-05-28,55.25
2031-05-29,55.26
2031-05-30,55.260000000000005
2031-05-31,55.27
2031-06-01,56.39
2031-06-02,56.375
2031-06-03,56.364999999999995
2031-06-04,56.355000000000004
2031-06-05,56.34
2031-06-06,56.34
2031-06-07,56.33
2031-06-08,56.32
2031-06-09,56.315
2031-06-10,56.31
2031-06-11,56.305
2031-06-12,56.29
2031-06-13,56.28
2031-06-14,56.26
2031-06-15,56.26
2031-06-16,56.254999999999995
2031-06-17,56.245000000000005
2031-06-18,56.235
2031-06-19,56.23
2031-06-20,56.23
2031-06-21,56.21
2031-06-22,56.2
2031-06-23,56.185
2031-06-24,56.18
2031-06-25,56.175
2031-06-26,56.17
2031-06-27,56.16
2031-06-28,56.15
2031-06-29,56.15
2031-06-30,56.135000000000005
2031-07-01,57.075
2031-07-02,57.019999999999996
2031-07-03,56.965
2031-07-04,56.915
2031-07-05,56.865
2031-07-06,56.815
2031-07-07,56.760000000000005
2031-07-08,56.705
2031-07-09,56.66
2031-07-10,56.65
2031-07-11,56.65
2031-07-12,56.65
2031-07-13,56.65
2031-07-14,56.65
2031-07-15,56.65
2031-07-16,56.65
2031-07-17,56.65
2031-07-18,56.65
2031-07-19,56.65
2031-07-20,56.65
2031-07-21,56.65
2031-07-22,56.65
2031-07-23,56.65
2031-07-24,56.65
2031-07-25,56.65
2031-07-26,56.65
2031-07-27,56.65
2031-07-28,56.65
2031-07-29,56.65
2031-07-30,56.65
2031-07-31,56.65
2031-08-01,57.34
2031-08-02,57.34
2031-08-03,57.34
2031-08-04,57.34
2031-08-05,57.34
2031-08-06,57.34
2031-08-07,57.34
2031-08-08,57.34
2031-08-09,57.34
2031-08-10,57.34
2031-08-11,57.34
2031-08-12,57.34
2031-08-13,57.34
2031-08-14,57.34
2031-08-15,57.34
2031-08-16,57.34
2031-08-17,57.34
2031-08-18,57.34
2031-08-19,57.34
2031-08-20,57.34
2031-08-21,57.34
2031-08-22,57.34
2031-08-23,57.34
2031-08-24,57.34
2031-08-25,57.34
2031-08-26,57.34
2031-08-27,57.34
2031-08-28,57.34
2031-08-29,57.34
2031-08-30,57.34
2031-08-31,57.34
2031-09-01,57.71
2031-09-02,57.705
2031-09-03,57.705
2031-09-04,57.705
2031-09-05,57.71
2031-09-06,57.71
2031-09-07,57.705
2031-09-08,57.705
2031-09-09,57.705
2031-09-10,57.71
2031-09-11,57.71
2031-09-12,57.705
2031-09-13,57.705
2031-09-14,57.705
2031-09-15,57.71
2031-09-16,57.71
2031-09-17,57.705
2031-09-18,57.7
2031-09-19,57.71
2031-09-20,57.7
2031-09-21,57.71
2031-09-22,57.705
2031-09-23,57.7
2031-09-24,57.71
2031-09-25,57.7
2031-09-26,57.705
2031-09-27,57.71
2031-09-28,57.7
2031-09-29,57.71
2031-09-30,57.7
2031-10-01,57.69
2031-10-02,57.69
2031-10-03,57.69
2031-10-04,57.69
2031-10-05,57.69
2031-10-06,57.69
2031-10-07,57.69
2031-10-08,57.69
2031-10-09,57.69
2031-10-10,57.69
2031-10-11,57.69
2031-10-12,57.69
2031-10-13,57.69
2031-10-14,57.69
2031-10-15,57.69
2031-10-16,57.69
2031-10-17,57.69
2031-10-18,57.69
2031-10-19,57.69
2031-10-20,57.69
2031-10-21,57.69
2031-10-22,57.69
2031-10-23,57.69
2031-10-24,57.69
2031-10-25,57.69
2031-10-26,57.69
2031-10-27,57.69
2031-10-28,57.69
2031-10-29,57.69
2031-10-30,57.69
2031-10-31,57.69
2031-11-01,57.29
2031-11-02,57.29
2031-11-03,57.29
2031-11-04,57.295
2031-11-05,57.29
2031-11-06,57.29
2031-11-07,57.295
2031-11-08,57.29
2031-11-09,57.29
2031-11-10,57.29
2031-11-11,57.29
2031-11-12,57.295
2031-11-13,57.29
2031-11-14,57.29
2031-11-15,57.29
2031-11-16,57.29
2031-11-17,57.295
2031-11-18,57.29
2031-11-19,57.29
2031-11-20,57.29
2031-11-21,57.29
2031-11-22,57.295
2031-11-23,57.29
2031-11-24,57.29
2031-11-25,57.29
2031-11-26,57.29
2031-11-27,57.295
2031-11-28,57.29
2031-11-29,57.29
2031-11-30,57.29
2031-12-01,56.57
2031-12-02,56.58
2031-12-03,56.58
2031-12-04,56.575
2031-12-05,56.58
2031-12-06,56.585
2031-12-07,56.58
2031-12-08,56.59
2031-12-09,56.59
2031-12-10,56.59
2031-12-11,56.59
2031-12-12,56.59
2031-12-13,56.59
2031-12-14,56.595
2031-12-15,56.59
2031-12-16,56.595
2031-12-17,56.59
2031-12-18,56.605000000000004
2031-12-19,56.61
2031-12-20,56.605000000000004
2031-12-21,56.6
2031-12-22,56.614999999999995
2031-12-23,56.62
2031-12-24,56.614999999999995
2031-12-25,56.614999999999995
2031-12-26,56.614999999999995
2031-12-27,56.62
2031-12-28,56.614999999999995
2031-12-29,56.62
2031-12-30,56.62
2031-12-31,56.63
2032-01-01,51.345
2032-01-02,51.345
2032-01-03,51.345
2032-01-04,51.345
2032-01-05,51.345
2032-01-06,51.345
2032-01-07,51.345
2032-01-08,51.35
2032-01-09,51.345
2032-01-10,51.345
2032-01-11,51.345
2032-01-12,51.345
2032-01-13,51.345
2032-01-14,51.345
2032-01-15,51.355000000000004
2032-01-16,51.355000000000004
2032-01-17,51.36
2032-01-18,51.355000000000004
2032-01-19,51.355000000000004
2032-01-20,51.355000000000004
2032-01-21,51.355000000000004
2032-01-22,51.355000000000004
2032-01-23,51.355000000000004
2032-01-24,51.355000000000004
2032-01-25,51.355000000000004
2032-01-26,51.36
2032-01-27,51.36
2032-01-28,51.35
2032-01-29,51.35
2032-01-30,51.35
2032-01-31,51.355000000000004
2032-02-01,52.0
2032-02-02,52.0
2032-02-03,52.0
2032-02-04,52.0
2032-02-05,52.004999999999995
2032-02-06,52.01
2032-02-07,52.01
2032-02-08,52.01
2032-02-09,52.01
2032-02-10,52.01
2032-02-11,52.01
2032-02-12,52.01
2032-02-13,52.01
2032-02-14,52.01
2032-02-15,52.015
2032-02-16,52.02
2032-02-17,52.02
2032-02-18,52.02
2032-02-19,52.02
2032-02-20,52.02
2032-02-21,52.02
2032-02-22,52.02
2032-02-23,52.02
2032-02-24,52.02
2032-02-25,52.025000000000006
2032-02-26,52.03
2032-02-27,52.03
2032-02-28,52.03
2032-02-29,52.03
2032-03-01,52.85
2032-03-02,52.85
2032-03-03,52.855000000000004
2032-03-04,52.86
2032-03-05,52.86
2032-03-06,52.86
2032-03-07,52.87
2032-03-08,52.87
2032-03-09,52.87
2032-03-10,52.87
2032-03-11,52.87
2032-03-12,52.87
2032-03-13,52.879999999999995
2032-03-14,52.88
2032-03-15,52.88
2032-03-16,52.88
2032-03-17,52.894999999999996
2032-03-18,52.89
2032-03-19,52.89
2032-03-20,52.91
2032-03-21,52.9
2032-03-22,52.9
2032-03-23,52.92
2032-03-24,52.915
2032-03-25,52.91
2032-03-26,52.93
2032-03-27,52.93
2032-03-28,52.92
2032-03-29,52.93
2032-03-30,52.94
2032-03-31,52.935
2032-04-01,53.925
2032-04-02,53.93
2032-04-03,53.935
2032-04-04,53.94
2032-04-05,53.95
2032-04-06,53.95
2032-04-07,53.96
2032-04-08,53.96
2032-04-09,53.97
2032-04-10,53.97
2032-04-11,53.97
2032-04-12,53.97
2032-04-13,53.98
2032-04-14,53.98
2032-04-15,53.99
2032-04-16,53.99
2032-04-17,53.995000000000005
2032-04-18,54.0
2032-04-19,54.004999999999995
2032-04-20,54.01
2032-04-21,54.01
2032-04-22,54.02
2032-04-23,54.02
2032-04-24,54.025000000000006
2032-04-25,54.03
2032-04-26,54.03
2032-04-27,54.03
2032-04-28,54.04
2032-04-29,54.04
2032-04-30,54.05
2032-05-01,55.17
2032-05-02,55.165
2032-05-03,55.17
2032-05-04,55.17
2032-05-05,55.175
2032-05-06,55.18
2032-05-07,55.18
2032-05-08,55.185
2032-05-09,55.19
2032-05-10,55.19
2032-05-11,55.195
