Date,Canals to Kuraz Sugar Plantations,Flow A,Flow B,Flow C,Gibe-III Evaporation,Gibe-III Release,Koysha Evaporation,Koysha Release,Main Channel,Outflow to Lake Turkana
2037-01-01,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-02,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-03,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-04,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-05,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-06,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-07,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-08,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-09,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-10,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-11,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-12,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-13,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-14,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-15,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-16,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-17,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-18,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-19,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-20,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-21,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-22,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-23,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-24,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-25,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-26,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-27,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-28,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-29,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-30,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-01-31,37.18,53.61,21.44,15.01,20.66,57.33,13.92,64.85,27.67,42.68
2037-02-01,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-02,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-03,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-04,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-05,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-06,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-07,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-08,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-09,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-10,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-11,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-12,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-13,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-14,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-15,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-16,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-17,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-18,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-19,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-20,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-21,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-22,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-23,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-24,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-25,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-26,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-27,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-02-28,37.42,47.81,19.12,13.39,21.06,58.79,14.25,63.65,26.23,39.62
2037-03-01,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-02,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-03,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-04,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-05,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-06,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-07,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-08,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-09,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
2037-03-10,36.36,40.7,16.28,11.4,38.23,60.3,26.01,60.3,23.94,35.34
